0,[ -7.93885  -5.41777 462.75   ],[ -1.     0.   462.75],[ -7.93885   5.41777 462.75   ],[-25.99    8.    205.667],[-25.99    8.    257.083],[-25.99   8.   308.5 ],[-25.99    8.    359.917],[-25.99    8.    411.333],[ -7.93885  -5.41777 154.25   ],[ -1.     0.   154.25],[ -7.93885   5.41777 154.25   ],[-25.99   -8.    205.667],[-25.99   -8.    257.083],[-25.99  -8.   308.5 ],[-25.99   -8.    359.917],[-25.99   -8.    411.333],[ -7.93885  -5.41777 411.333  ],[ -7.93885  -5.41777 359.917  ],[ -7.93885  -5.41777 308.5    ],[ -7.93885  -5.41777 257.083  ],[ -7.93885  -5.41777 205.667  ],[ -1.      0.    411.333],[ -1.      0.    359.917],[ -1.    0.  308.5],[ -1.      0.    257.083],[ -1.      0.    205.667],[ -7.93885   5.41777 411.333  ],[ -7.93885   5.41777 359.917  ],[ -7.93885   5.41777 308.5    ],[ -7.93885   5.41777 257.083  ],[ -7.93885   5.41777 205.667  ],[-68.9543   0.     462.75  ],[-67.4816    4.81704 462.75   ],[-67.4816    4.81704 601.     ],[-68.9543   0.     601.    ],[-67.4816    4.81704 508.833  ],[-67.4816    4.81704 554.917  ],[-68.9543   0.     515.753 ],[-67.4816   -4.81704 462.75   ],[-67.4816   -4.81704 601.     ],[-67.4816   -4.81704 515.573  ],[-25.99  -8.   462.75],[-95.3292   0.     601.    ],[-95.3292   0.     617.    ],[-67.4816   -4.81704 617.     ],[-25.99  -8.   617.  ],[-25.99   -8.    501.312],[-25.99   -8.    539.875],[-25.99   -8.    578.438],[-25.99   8.   462.75],[-25.99   8.   617.  ],[-67.4816    4.81704 617.     ],[-25.99    8.    501.312],[-25.99    8.    539.875],[-25.99    8.    578.438],[ -7.93888  -5.41778 617.     ],[-1.00000e+00  4.65673e-05  6.17000e+02],[ -7.93888   5.41778 617.     ],[ -7.93885   5.41777 501.312  ],[ -7.93885   5.41777 539.875  ],[ -7.93885   5.41777 578.438  ],[ -1.      0.    501.312],[ -1.      0.    539.875],[ -1.      0.    578.438],[ -7.93885  -5.41777 501.312  ],[ -7.93885  -5.41777 539.875  ],[ -7.93885  -5.41777 578.438  ],[-68.9543   0.     154.25  ],[-67.4816    4.81704 154.25   ],[-68.9543   0.     119.    ],[-67.4816    4.81704 119.     ],[-67.4816   -4.81704 154.25   ],[-67.4816   -4.81704 119.     ],[-95.3292   0.     119.    ],[-25.99  -8.   154.25],[-25.99  -8.     0.  ],[-67.4816   -4.81704   0.     ],[-95.3292   0.       0.    ],[-25.99    -8.      38.5625],[-25.99   -8.     77.125],[-25.99   -8.    115.688],[-95.3292   0.      59.5   ],[-67.4816   -4.81704  16.4696 ],[-67.4816   -4.81704  59.5    ],[-67.4816   -4.81704 103.188  ],[-52.329    -6.52612  22.6307 ],[-58.0209   -5.95845  65.4962 ],[-58.2008   -5.93905  90.0274 ],[-25.99   8.   154.25],[-67.4816    4.81704   0.     ],[-25.99   8.     0.  ],[-25.99     8.      38.5625],[-25.99    8.     77.125],[-25.99    8.    115.688],[-67.4816    4.81704 102.491  ],[-67.4816    4.81704  59.5    ],[-67.4816    4.81704  19.1801 ],[-7.93888 -5.41778  0.     ],[-1.00000e+00 -9.15574e-05  0.00000e+00],[-7.93886  5.41777  0.     ],[ -7.93885  -5.41777 115.688  ],[-7.93885 -5.41777 77.125  ],[-7.93885 -5.41777 38.5625 ],[ -1.      0.    115.688],[-1.     0.    77.125],[-1.      0.     38.5625],[ -7.93885   5.41777 115.688  ],[-7.93885  5.41777 77.125  ],[-7.93885  5.41777 38.5625 ],[-67.4816    4.81704 186.278  ],[-67.4816    4.81704 225.048  ],[-67.4816    4.81704 257.083  ],[-67.4816    4.81704 286.818  ],[-67.4816    4.81704 330.134  ],[-67.4816    4.81704 359.917  ],[-67.4816    4.81704 394.194  ],[-67.4816    4.81704 428.472  ],[-67.4816   -4.81704 186.278  ],[-67.4816   -4.81704 222.806  ],[-67.4816   -4.81704 257.083  ],[-67.4816   -4.81704 283.869  ],[-67.4816   -4.81704 328.56   ],[-67.4816   -4.81704 359.917  ],[-67.4816   -4.81704 393.152  ],[-67.4816   -4.81704 433.271  ],[-68.9543   0.     186.83  ],[-68.9543   0.     221.726 ],[-68.9543   0.     246.8   ],[-68.9543   0.     281.668 ],[-68.9543   0.     308.5   ],[-68.9543   0.     335.008 ],[-68.9543   0.     370.2   ],[-68.9543   0.     395.534 ],[-68.9543   0.     435.96  ],[-1.22096e+01  7.90192e-02  4.37294e+02],[-51.5687    -0.489148 137.63    ],[-17.596     -0.194101  17.9157  ],[-46.4323   -0.12303  15.2577 ],[-1.11728e+01 -4.50147e-02  5.98503e+02],[-46.2645    -0.461065 173.528   ],[-10.4697    -0.272068 179.85    ],[-49.7809    1.40298 445.19   ],[-1.22455e+01  6.79258e-02  2.37409e+02]
[ -7.93885   5.41777 154.25   ],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0253903147869522e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1968175662969444e-05,0.0,0.0,0.0,0.0,3.8355283466565098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5939540895413704e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.942040511314555e-09,0.0,0.0,0.0,0.0,2.8172585133629814e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9013806700143885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.575289560561806e-06,0.0,0.0,0.0
[-25.99   -8.    205.667],0.0,0.0,0.0,6.3924036081084684e-09,0.0,0.0,0.0,0.0,0.15364196835874067,0.0,0.0,0.0,9.566022196130728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3069334878598972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3025324444769276e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.778195060865633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1487805646395463e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.579308255716835,4.725757663615069,0.0,0.0,0.0,0.0,0.0,0.0,6.125959227522303e-09,0.8193497169289027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1461224350520285e-09,9.945262978130615e-06,0.0,0.3244790247967996
[-25.99   -8.    257.083],0.0,0.0,0.0,0.118513644888864,9.941257032630792e-09,0.0,0.0,0.0,0.0,0.0,0.0,9.566022196130728,0.0,10.946554625362802,0.0,0.0,0.0,0.0,0.0,3.1350585026688383e-06,0.49858727811258746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20189135423709148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6778436844734785e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72575616889261,1.8125321746423104e-05,4.415563163219583,0.0,0.0,0.0,0.0,0.0,0.8193428587499499,1.0765612358458618e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32444421701914306
[-25.99  -8.   308.5 ],0.0,0.0,0.0,0.0,0.21808754013743487,1.6106584454949916e-08,0.0,0.0,0.0,0.0,0.0,0.0,10.946554625362802,0.0,9.501365417690682,0.0,0.0,0.0,4.463524558539752e-08,8.126419496797852e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7907112909971693e-08,0.31248821427753043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4155186616977025,3.535249364933036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-25.99   -8.    359.917],0.0,0.0,0.0,0.0,0.0,0.018889368014603197,0.018726058203896525,0.0,0.0,0.0,0.0,0.0,0.0,9.501365417690682,0.0,6.623472313612358,0.0,2.1531712945223133e-05,4.381623903670416e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.460533653579388e-08,0.00012771324789166664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.535209723946357,6.586537787933898e-05,2.2055986254481357,0.0,0.0,0.0,0.0,0.0,0.0,3.1985849227795906e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-25.99   -8.    411.333],0.0,0.0,0.0,0.0,0.0,0.0,0.740402946080396,0.4996503265597787,0.0,0.0,0.0,0.0,0.0,0.0,6.623472313612358,0.0,0.00012652158526827844,5.580279001594257e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8059184368642953,4.6124418937483006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5070070657133476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8506746329900737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015945807636669735,0.0,0.0,0.0,0.0,0.0,0.0,2.205536053377108,0.845860341495532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3181577047034726e-05,1.6590709384240134e-06,3.454754388546057,0.0,0.0,0.0,0.0,0.0,0.0,5.386733497059145e-05,0.0
[ -7.93885  -5.41777 411.333  ],6.874830247948685e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012652158526827844,0.0,3.596137776978517e-08,0.0,0.0,0.0,0.00032142242333833826,7.230496854111449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.646057803511704e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.683119803424202e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ -7.93885  -5.41777 359.917  ],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1531712945223133e-05,5.580279001594257e-06,3.596137776978517e-08,0.0,3.9239069685963475e-08,0.0,0.0,0.0,5.3276572741867824e-05,1.2464552891317429e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ -7.93885  -5.41777 308.5    ],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.463524558539752e-08,4.381623903670416e-06,0.0,0.0,3.9239069685963475e-08,0.0,1.9240841205514935e-08,0.0,0.0,0.0,2.521042563489969e-07,1.5959948492631412e-05,0.0,0.0,0.0,4.0539304721389776e-05,6.735590161407082e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ -7.93885  -5.41777 257.083  ],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1350585026688383e-06,8.126419496797852e-06,0.0,0.0,0.0,0.0,1.9240841205514935e-08,0.0,1.3987387786796312e-08,0.0,0.0,0.0,1.2626465985210215e-08,1.26086141322582e-05,0.0,0.0,0.0,3.2937654934664064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ -7.93885  -5.41777 205.667  ],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.732296018695545e-08,0.4985787591929046,0.0,0.3069334878598972,0.49858727811258746,0.0,0.0,0.0,0.0,0.0,0.0,1.3987387786796312e-08,0.0,0.0,0.0,0.0,0.0,2.6612071833878333e-07,0.0,0.0,0.0,0.0,0.20381780674326005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.661104311665464e-09
[ -1.      0.    411.333],0.00035710206976786644,13.549580539327067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032142242333833826,0.0,0.0,0.0,0.0,0.0,26.809218339411004,0.0,0.0,0.0,1.1800545521618647e-07,6.914328584880788e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4237118814086906e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ -1.      0.    359.917],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.230496854111449e-05,5.3276572741867824e-05,0.0,0.0,0.0,26.809218339411004,0.0,40.13214688576988,0.0,0.0,0.0,0.00012523619686214028,0.00021583684338602005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ -1.    0.  308.5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2464552891317429e-05,2.521042563489969e-07,0.0,0.0,0.0,40.13214688576988,0.0,53.47163172627606,0.0,0.0,0.0,4.756473147699146e-08,1.5657682711032346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ -1.      0.    257.083],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5959948492631412e-05,1.2626465985210215e-08,0.0,0.0,0.0,53.47163172627606,0.0,66.8186626071512,0.0,0.0,0.0,1.0214284315313048e-08,3.675524269107517e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0471310070370443e-05
[ -1.      0.    205.667],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.81734845852412,3.1968175662969444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26086141322582e-05,2.6612071833878333e-07,0.0,0.0,0.0,66.8186626071512,0.0,0.0,0.0,0.0,0.0,3.24155340558137e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211026831993458e-05,0.0,1.3505369755329102e-08
[ -7.93885   5.41777 411.333  ],0.0,2.9135344105388223,8.757019463897594e-08,0.0,0.0,0.0,2.913594766131182,0.9877136339955046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8059184368642953,0.0,0.0,0.0,0.0,0.0,1.1800545521618647e-07,0.0,0.0,0.0,0.0,0.0,2.9830652697024985e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1975753000021823e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
